conversation_id,agent_name,agent_domain,department_industry,query_type,conversation_date,resolution_time_sec,resolution_status,escalated,customer_satisfaction,tokens_used,cost_per_conversation_usd,response_consistency_score,repetitive_response_flag
CONV004569,HRQueryBot,HR Queries,EdTech,Onboarding Help,2025-01-30 14:08:00,82.0,Resolved,No,3.6,519,0.028,78.7,No
CONV009122,SupportBot-v4,Customer Support,E-commerce,Refund Request,2025-01-30 15:28:00,45.2,Resolved,No,4.9,386,0.0233,93.9,No
CONV008728,OmniAssist-2,Customer Support,Healthcare,General Inquiry,2025-01-30 16:47:00,140.3,Resolved,No,3.2,713,0.0481,79.3,No
CONV000341,SupportBot-v4,Customer Support,EdTech,Refund Request,2025-01-30 17:29:00,149.6,Resolved,No,4.5,80,0.0184,93.1,No
CONV007847,SupportBot-v3,Customer Support,Banking,Order Issue,2025-01-30 19:12:00,60.4,Resolved,No,4.2,175,0.0258,91.5,No
CONV009449,KnowledgeFinder-Lite,Internal Knowledge Search,Banking,Document Search,2025-01-30 19:57:00,84.5,Resolved,No,3.8,765,0.0382,87.7,No
CONV001543,SalesAssist-Pro,Sales Assistance,E-commerce,Lead Qualification,2025-01-30 20:52:00,107.8,Resolved,No,4.5,179,0.0246,82.5,No
CONV005867,OmniAssist-2,Customer Support,Banking,General Inquiry,2025-01-30 21:50:00,15.0,Resolved,No,4.8,440,0.032,100.0,No
CONV005116,IT-Legacy-Bot,IT Helpdesk,Telecom,Network Issue,2025-01-31 00:31:00,93.2,Resolved,No,3.1,287,0.0318,80.1,No
CONV006328,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Document Search,2025-01-31 01:18:00,38.8,Resolved,No,4.4,393,0.0375,86.8,No
CONV002808,SalesAssist-Lite,Sales Assistance,E-commerce,Pricing Question,2025-01-31 03:01:00,190.5,Resolved,No,2.8,768,0.0455,82.6,No
CONV004591,SchedulerBot,Appointment Scheduling,Telecom,Reschedule,2025-01-31 03:07:00,140.2,Resolved,No,4.6,152,0.0275,89.1,No
CONV007176,OmniAssist-2,Customer Support,E-commerce,General Inquiry,2025-01-31 03:32:00,88.1,Resolved,No,5.0,313,0.0193,88.1,No
CONV005436,SchedulerBot,Appointment Scheduling,Manufacturing,Book Appointment,2025-01-31 05:43:00,62.4,Resolved,No,4.4,288,0.0292,96.4,No
CONV007699,SupportBot-v3,Customer Support,Telecom,Order Issue,2025-01-31 06:27:00,95.9,Pending,No,3.8,297,0.026,82.4,No
CONV005253,HRQueryBot,HR Queries,E-commerce,Leave Balance,2025-01-31 06:30:00,18.4,Resolved,No,4.3,106,0.0172,95.8,No
CONV007063,ITHelpDesk-AI,IT Helpdesk,Retail,Hardware Request,2025-01-31 08:07:00,34.5,Resolved,No,3.6,186,0.0279,77.7,No
CONV000837,SalesAssist-Lite,Sales Assistance,Retail,Upsell Opportunity,2025-01-31 09:12:00,38.6,Resolved,No,3.2,288,0.0249,82.9,No
CONV004268,HRQueryBot,HR Queries,EdTech,Leave Balance,2025-01-31 09:21:00,136.9,Resolved,No,4.5,217,0.0312,89.9,No
CONV002003,IT-Legacy-Bot,IT Helpdesk,Logistics,Hardware Request,2025-01-31 09:51:00,117.8,Resolved,No,2.8,111,0.0247,81.9,No
CONV008155,SalesAssist-Pro,Sales Assistance,Telecom,Product Recommendation,2025-01-31 10:47:00,82.8,Pending,No,4.4,367,0.0366,97.9,No
CONV002272,ITHelpDesk-AI,IT Helpdesk,Logistics,Network Issue,2025-01-31 11:06:00,52.9,Pending,No,3.4,374,0.0254,79.9,No
CONV004243,HR-FAQ-Agent,HR Queries,Manufacturing,Benefits Query,2025-01-31 11:46:00,108.4,Escalated,Yes,3.5,555,0.0312,86.6,No
CONV007919,HRQueryBot,HR Queries,Telecom,Onboarding Help,2025-01-31 11:46:00,115.7,Resolved,No,4.4,828,0.0424,87.4,No
CONV002528,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Document Search,2025-01-31 13:13:00,153.0,Resolved,No,3.7,628,0.0394,87.3,No
CONV006546,OmniAssist-2,Customer Support,E-commerce,Order Issue,2025-01-31 14:47:00,66.9,Resolved,No,4.1,298,0.0305,93.7,No
CONV009423,SupportBot-v3,Customer Support,Healthcare,Product Complaint,2025-01-31 16:18:00,130.2,Resolved,No,3.3,524,0.0385,82.2,Yes
CONV008654,OmniAssist-2,Customer Support,E-commerce,Order Issue,2025-01-31 17:22:00,85.7,Resolved,No,3.8,460,0.0326,94.4,No
CONV005754,SupportBot-v3,Customer Support,Banking,Order Issue,2025-01-31 18:53:00,133.9,Resolved,No,3.0,932,0.0561,78.3,No
CONV003830,ITHelpDesk-AI,IT Helpdesk,Retail,Password Reset,2025-01-31 18:56:00,34.5,Resolved,No,4.1,1190,0.0662,82.9,No
CONV000118,SchedulerBot,Appointment Scheduling,E-commerce,Availability Check,2025-01-31 19:47:00,55.4,Resolved,No,5.0,654,0.0327,81.1,No
CONV001580,SalesAssist-Lite,Sales Assistance,E-commerce,Product Recommendation,2025-01-31 20:02:00,224.2,Resolved,No,3.5,318,0.0345,75.5,Yes
CONV004031,OmniAssist-2,Customer Support,EdTech,General Inquiry,2025-01-31 21:17:00,41.3,Resolved,No,4.5,249,0.0315,82.2,No
CONV002167,SupportBot-v4,Customer Support,Retail,Delivery Delay,2025-01-31 21:23:00,108.3,Pending,No,4.8,446,0.0258,82.6,No
CONV003353,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Process Question,2025-01-31 22:00:00,63.8,Resolved,No,5.0,327,0.0374,99.0,No
CONV006324,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Document Search,2025-01-31 22:20:00,24.1,Resolved,No,3.1,358,0.0314,81.7,No
CONV007630,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-01-31 22:42:00,51.8,Resolved,No,3.2,205,0.0243,85.8,No
CONV001418,OmniAssist-2,Customer Support,Telecom,General Inquiry,2025-01-31 23:11:00,147.9,Resolved,No,4.4,445,0.0266,97.0,No
CONV002540,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Compliance Query,2025-01-31 23:29:00,15.0,Resolved,No,4.6,317,0.0271,94.0,No
CONV008308,SalesAssist-Lite,Sales Assistance,Banking,Lead Qualification,2025-02-01 00:41:00,97.7,Escalated,Yes,2.8,889,0.0524,85.1,No
CONV009702,SupportBot-v3,Customer Support,EdTech,Refund Request,2025-02-01 02:13:00,153.4,Resolved,No,3.5,357,0.0399,83.7,No
CONV002025,HR-FAQ-Agent,HR Queries,Healthcare,Leave Balance,2025-02-01 06:14:00,172.1,Resolved,No,4.1,668,0.0386,85.6,No
CONV002597,SalesAssist-Lite,Sales Assistance,Healthcare,Lead Qualification,2025-02-01 08:51:00,134.5,Resolved,No,3.4,288,0.0339,88.3,No
CONV007764,HR-FAQ-Agent,HR Queries,Healthcare,Onboarding Help,2025-02-01 08:54:00,130.3,Resolved,No,3.9,465,0.0412,78.2,No
CONV006404,SupportBot-v4,Customer Support,Banking,Order Issue,2025-02-01 09:00:00,83.4,Resolved,No,4.4,291,0.0232,84.8,No
CONV009586,SchedulerBot,Appointment Scheduling,EdTech,Reschedule,2025-02-01 09:31:00,102.6,Resolved,No,5.0,175,0.0192,85.5,Yes
CONV009993,KnowledgeFinder-Lite,Internal Knowledge Search,Banking,Compliance Query,2025-02-01 12:45:00,53.4,Resolved,No,3.5,277,0.0277,84.0,No
CONV000492,SchedulerBot,Appointment Scheduling,Banking,Availability Check,2025-02-01 13:42:00,42.5,Resolved,No,3.9,667,0.0387,100.0,No
CONV007838,SupportBot-v3,Customer Support,Manufacturing,Product Complaint,2025-02-01 14:16:00,220.7,Resolved,No,3.8,606,0.0422,73.1,No
CONV008314,SupportBot-v4,Customer Support,Telecom,Product Complaint,2025-02-01 14:21:00,85.0,Resolved,No,4.4,412,0.0249,91.0,No
CONV005079,SalesAssist-Lite,Sales Assistance,Healthcare,Discount Inquiry,2025-02-01 14:57:00,79.0,Resolved,No,3.6,1111,0.0529,79.2,No
CONV008489,KnowledgeFinder-Lite,Internal Knowledge Search,Banking,Compliance Query,2025-02-01 15:31:00,116.6,Escalated,Yes,1.9,302,0.0337,82.6,No
CONV005182,SupportBot-v4,Customer Support,Logistics,Refund Request,2025-02-01 16:40:00,145.3,Resolved,No,4.1,389,0.0274,99.9,No
CONV008187,SchedulerBot,Appointment Scheduling,Manufacturing,Cancellation,2025-02-01 17:33:00,77.5,Resolved,No,4.4,495,0.0298,80.3,No
CONV007060,SchedulerBot,Appointment Scheduling,Healthcare,Availability Check,2025-02-01 18:51:00,63.1,Resolved,No,4.7,214,0.0244,93.3,No
CONV006667,SalesAssist-Pro,Sales Assistance,Healthcare,Lead Qualification,2025-02-01 20:27:00,15.0,Resolved,No,3.9,284,0.0208,84.0,No
CONV005459,SupportBot-v3,Customer Support,Retail,Delivery Delay,2025-02-01 22:18:00,15.0,Resolved,No,3.6,861,0.0475,80.8,No
CONV005578,HR-FAQ-Agent,HR Queries,Telecom,Leave Balance,2025-02-01 22:24:00,68.6,Escalated,Yes,2.6,361,0.0344,90.5,No
CONV006244,OmniAssist-2,Customer Support,Telecom,Order Issue,2025-02-01 22:44:00,88.3,Pending,No,4.6,1009,0.053,88.4,No
CONV004709,SalesAssist-Lite,Sales Assistance,Healthcare,Lead Qualification,2025-02-01 23:27:00,15.0,Resolved,No,3.2,356,0.0219,74.0,No
CONV005251,HRQueryBot,HR Queries,Telecom,Leave Balance,2025-02-02 00:33:00,150.0,Resolved,No,4.3,591,0.0341,93.2,No
CONV001034,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-02-02 00:55:00,99.2,Escalated,Yes,2.8,1068,0.0598,76.9,No
CONV003239,SupportBot-v4,Customer Support,Retail,Refund Request,2025-02-02 01:18:00,92.2,Resolved,No,4.8,222,0.0244,94.0,No
CONV005384,HRQueryBot,HR Queries,EdTech,Onboarding Help,2025-02-02 01:59:00,46.7,Escalated,Yes,2.9,694,0.0442,98.3,No
CONV009366,SalesAssist-Pro,Sales Assistance,Telecom,Lead Qualification,2025-02-02 02:42:00,88.5,Pending,No,4.3,285,0.0189,86.8,No
CONV005983,SupportBot-v4,Customer Support,Retail,Product Complaint,2025-02-02 02:43:00,168.6,Resolved,No,5.0,530,0.0378,92.9,No
CONV004353,SalesAssist-Lite,Sales Assistance,EdTech,Product Recommendation,2025-02-02 02:56:00,26.5,Resolved,No,3.3,752,0.0353,93.5,Yes
CONV000988,HR-FAQ-Agent,HR Queries,Healthcare,Policy Clarification,2025-02-02 03:07:00,53.1,Resolved,No,4.3,268,0.0361,96.1,No
CONV005034,SchedulerBot,Appointment Scheduling,EdTech,Cancellation,2025-02-02 03:08:00,43.4,Resolved,No,5.0,190,0.025,97.1,No
CONV004527,HR-FAQ-Agent,HR Queries,E-commerce,Policy Clarification,2025-02-02 03:38:00,220.4,Resolved,No,4.7,279,0.0354,87.2,No
CONV006436,SalesAssist-Pro,Sales Assistance,Healthcare,Upsell Opportunity,2025-02-02 05:41:00,50.7,Resolved,No,4.3,307,0.0349,100.0,No
CONV007852,KnowledgeFinder-X,Internal Knowledge Search,Retail,Policy Lookup,2025-02-02 05:45:00,41.8,Resolved,No,4.0,409,0.0344,92.1,No
CONV007878,SupportBot-v3,Customer Support,Banking,Product Complaint,2025-02-02 06:22:00,66.8,Escalated,Yes,2.4,2405,0.1007,91.0,No
CONV007155,KnowledgeFinder-Lite,Internal Knowledge Search,Healthcare,Compliance Query,2025-02-02 07:25:00,20.3,Resolved,No,4.0,270,0.0248,88.7,No
CONV006468,SalesAssist-Pro,Sales Assistance,EdTech,Discount Inquiry,2025-02-02 07:27:00,116.4,Resolved,No,4.4,274,0.0289,87.6,No
CONV003751,SalesAssist-Pro,Sales Assistance,Banking,Pricing Question,2025-02-02 09:24:00,70.5,Resolved,No,4.2,461,0.0245,95.8,No
CONV009770,SalesAssist-Lite,Sales Assistance,Healthcare,Discount Inquiry,2025-02-02 09:28:00,161.6,Resolved,No,3.4,427,0.0261,81.3,No
CONV005466,SalesAssist-Lite,Sales Assistance,Manufacturing,Upsell Opportunity,2025-02-02 09:52:00,72.3,Resolved,No,3.5,626,0.0345,81.7,No
CONV004462,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-02-02 10:14:00,258.9,Resolved,No,3.7,249,0.0312,77.4,No
CONV001028,OmniAssist-2,Customer Support,EdTech,Delivery Delay,2025-02-02 11:22:00,100.7,Resolved,No,4.6,562,0.0328,92.2,No
CONV008305,SupportBot-v3,Customer Support,Manufacturing,General Inquiry,2025-02-02 12:12:00,15.0,Resolved,No,3.5,664,0.0427,84.7,No
CONV007983,SupportBot-v3,Customer Support,Manufacturing,Delivery Delay,2025-02-02 12:29:00,94.9,Pending,No,3.8,370,0.0247,86.3,No
CONV008508,IT-Legacy-Bot,IT Helpdesk,Banking,Access Request,2025-02-02 14:52:00,185.5,Escalated,Yes,1.8,368,0.0315,84.9,No
CONV008047,IT-Legacy-Bot,IT Helpdesk,Banking,Software Bug,2025-02-02 15:03:00,125.1,Resolved,No,3.1,308,0.0386,83.3,No
CONV009466,SupportBot-v4,Customer Support,Retail,Product Complaint,2025-02-02 15:04:00,53.3,Escalated,Yes,3.6,373,0.0261,89.2,No
CONV006638,OmniAssist-2,Customer Support,Telecom,Refund Request,2025-02-02 15:05:00,122.0,Resolved,No,4.5,786,0.0456,85.6,No
CONV002873,SupportBot-v4,Customer Support,EdTech,Delivery Delay,2025-02-02 15:48:00,30.7,Resolved,No,5.0,325,0.0264,80.6,No
CONV000343,SupportBot-v3,Customer Support,EdTech,Order Issue,2025-02-02 17:03:00,68.5,Resolved,No,3.3,625,0.0357,73.3,No
CONV005482,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Compliance Query,2025-02-02 17:34:00,23.1,Pending,No,3.8,218,0.0297,90.2,No
CONV000982,SupportBot-v4,Customer Support,Telecom,Delivery Delay,2025-02-02 17:41:00,111.7,Resolved,No,4.7,302,0.0305,90.2,No
CONV007029,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Compliance Query,2025-02-02 19:53:00,53.5,Resolved,No,5.0,140,0.0171,94.2,No
CONV001121,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Process Question,2025-02-02 20:13:00,70.3,Resolved,No,4.5,436,0.0409,100.0,No
CONV008601,OmniAssist-2,Customer Support,Healthcare,Delivery Delay,2025-02-02 20:30:00,143.9,Resolved,No,3.4,721,0.031,90.6,No
CONV009925,SalesAssist-Pro,Sales Assistance,Retail,Pricing Question,2025-02-02 21:01:00,111.3,Resolved,No,4.7,235,0.0262,92.0,No
CONV008994,SupportBot-v4,Customer Support,EdTech,General Inquiry,2025-02-02 21:55:00,66.7,Resolved,No,5.0,283,0.0203,96.2,No
CONV003381,SchedulerBot,Appointment Scheduling,E-commerce,Book Appointment,2025-02-03 00:03:00,78.2,Resolved,No,4.0,337,0.0324,92.4,No
CONV003005,SalesAssist-Lite,Sales Assistance,Telecom,Product Recommendation,2025-02-03 01:00:00,47.5,Resolved,No,4.0,738,0.0443,80.3,No
CONV002260,SupportBot-v3,Customer Support,E-commerce,Product Complaint,2025-02-03 01:04:00,51.4,Resolved,No,4.0,788,0.0415,84.7,No
CONV002226,SalesAssist-Lite,Sales Assistance,Retail,Lead Qualification,2025-02-03 02:01:00,87.5,Resolved,No,4.0,729,0.045,85.5,No
CONV001322,OmniAssist-2,Customer Support,EdTech,Delivery Delay,2025-02-03 03:09:00,128.6,Resolved,No,3.4,246,0.0258,79.7,No
CONV006422,IT-Legacy-Bot,IT Helpdesk,Healthcare,Software Bug,2025-02-03 03:45:00,125.4,Resolved,No,3.2,642,0.0489,82.2,Yes
CONV007232,HR-FAQ-Agent,HR Queries,Healthcare,Onboarding Help,2025-02-03 03:47:00,155.8,Resolved,No,4.7,443,0.0235,82.6,Yes
CONV006261,SupportBot-v3,Customer Support,Manufacturing,Product Complaint,2025-02-03 05:36:00,90.5,Resolved,No,3.6,577,0.0406,94.2,No
CONV008425,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Process Question,2025-02-03 05:55:00,49.3,Pending,No,3.5,154,0.0182,83.2,No
CONV009634,KnowledgeFinder-Lite,Internal Knowledge Search,Logistics,Document Search,2025-02-03 06:54:00,168.0,Resolved,No,3.7,601,0.0369,77.9,No
CONV003944,SupportBot-v3,Customer Support,Banking,Product Complaint,2025-02-03 08:14:00,26.7,Escalated,Yes,3.4,263,0.0255,86.0,No
CONV004697,HR-FAQ-Agent,HR Queries,Healthcare,Payroll Question,2025-02-03 08:31:00,50.8,Resolved,No,3.6,255,0.0181,80.3,No
CONV008486,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Process Question,2025-02-03 08:39:00,163.2,Resolved,No,3.1,610,0.0474,80.2,No
CONV003322,HRQueryBot,HR Queries,EdTech,Payroll Question,2025-02-03 09:14:00,15.0,Resolved,No,4.1,521,0.0312,89.5,No
CONV000881,HRQueryBot,HR Queries,EdTech,Leave Balance,2025-02-03 09:30:00,102.0,Resolved,No,4.2,265,0.0245,95.7,No
CONV008718,OmniAssist-2,Customer Support,Retail,Refund Request,2025-02-03 09:43:00,61.3,Resolved,No,4.5,318,0.0231,83.2,No
CONV005908,SalesAssist-Lite,Sales Assistance,E-commerce,Upsell Opportunity,2025-02-03 10:18:00,41.6,Pending,No,3.3,218,0.0307,81.3,No
CONV009892,SupportBot-v3,Customer Support,Logistics,Product Complaint,2025-02-03 10:40:00,213.1,Resolved,No,3.5,202,0.0235,84.0,No
CONV009598,SchedulerBot,Appointment Scheduling,Banking,Reschedule,2025-02-03 11:28:00,42.6,Resolved,No,4.8,487,0.0331,100.0,No
CONV005232,SchedulerBot,Appointment Scheduling,Telecom,Cancellation,2025-02-03 13:42:00,16.1,Resolved,No,5.0,290,0.0327,93.1,No
CONV003516,HR-FAQ-Agent,HR Queries,Healthcare,Policy Clarification,2025-02-03 14:06:00,86.8,Resolved,No,4.0,412,0.0299,88.8,No
CONV005883,ITHelpDesk-AI,IT Helpdesk,E-commerce,Software Bug,2025-02-03 14:08:00,60.5,Resolved,No,3.6,429,0.0416,75.9,No
CONV004535,OmniAssist-2,Customer Support,Banking,Delivery Delay,2025-02-03 14:30:00,137.4,Resolved,No,3.9,430,0.024,81.6,No
CONV002410,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Policy Lookup,2025-02-03 14:45:00,147.3,Resolved,No,4.4,514,0.043,80.1,No
CONV007818,SupportBot-v3,Customer Support,Telecom,Order Issue,2025-02-03 15:41:00,183.4,Resolved,No,4.2,150,0.022,84.0,No
CONV005167,SupportBot-v4,Customer Support,Healthcare,Delivery Delay,2025-02-03 16:55:00,54.9,Resolved,No,4.5,265,0.0324,91.5,No
CONV007215,HR-FAQ-Agent,HR Queries,Healthcare,Onboarding Help,2025-02-03 18:55:00,109.6,Resolved,No,4.4,610,0.0329,78.3,No
CONV001380,HRQueryBot,HR Queries,Telecom,Policy Clarification,2025-02-03 21:52:00,15.0,Resolved,No,4.5,184,0.0248,95.0,No
CONV007998,OmniAssist-2,Customer Support,Telecom,Product Complaint,2025-02-03 22:28:00,15.0,Escalated,Yes,2.7,641,0.0429,85.7,No
CONV005599,KnowledgeFinder-X,Internal Knowledge Search,Retail,Policy Lookup,2025-02-04 00:19:00,66.5,Resolved,No,3.9,616,0.0428,90.1,No
CONV009478,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Compliance Query,2025-02-04 02:33:00,158.1,Resolved,No,4.2,527,0.0327,81.4,No
CONV006183,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Process Question,2025-02-04 03:05:00,43.6,Resolved,No,4.0,703,0.043,95.5,No
CONV006811,KnowledgeFinder-Lite,Internal Knowledge Search,E-commerce,Compliance Query,2025-02-04 03:34:00,152.8,Resolved,No,3.9,614,0.0294,83.9,No
CONV001080,HRQueryBot,HR Queries,Telecom,Onboarding Help,2025-02-04 03:52:00,90.2,Resolved,No,3.4,323,0.0229,90.3,No
CONV002295,SchedulerBot,Appointment Scheduling,Logistics,Reschedule,2025-02-04 04:09:00,65.1,Resolved,No,4.5,730,0.0321,86.3,No
CONV007689,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Policy Lookup,2025-02-04 04:16:00,144.5,Escalated,Yes,3.4,215,0.0213,76.6,No
CONV004578,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Compliance Query,2025-02-04 04:56:00,114.4,Resolved,No,4.2,239,0.0241,89.8,Yes
CONV007395,HR-FAQ-Agent,HR Queries,Banking,Leave Balance,2025-02-04 05:03:00,19.7,Escalated,Yes,2.7,551,0.0445,87.2,No
CONV009974,SalesAssist-Pro,Sales Assistance,Manufacturing,Lead Qualification,2025-02-04 07:07:00,82.1,Resolved,No,3.8,529,0.0444,87.0,No
CONV007797,SalesAssist-Pro,Sales Assistance,Telecom,Lead Qualification,2025-02-04 08:51:00,221.8,Resolved,No,5.0,281,0.0273,91.5,No
CONV003702,OmniAssist-2,Customer Support,Retail,General Inquiry,2025-02-04 09:19:00,106.5,Resolved,No,4.1,259,0.0199,84.8,No
CONV008171,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Process Question,2025-02-04 09:47:00,26.8,Resolved,No,4.5,517,0.0285,91.3,No
CONV003635,SalesAssist-Lite,Sales Assistance,Telecom,Upsell Opportunity,2025-02-04 11:42:00,52.6,Resolved,No,2.2,80,0.031,82.0,Yes
CONV002781,HRQueryBot,HR Queries,Manufacturing,Leave Balance,2025-02-04 11:53:00,93.5,Resolved,No,3.4,398,0.026,84.9,No
CONV005780,HRQueryBot,HR Queries,Telecom,Benefits Query,2025-02-04 11:57:00,15.0,Resolved,No,3.9,611,0.0358,96.9,No
CONV005616,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Policy Lookup,2025-02-04 12:32:00,37.5,Resolved,No,4.3,449,0.0392,92.4,No
CONV002865,SalesAssist-Pro,Sales Assistance,Logistics,Lead Qualification,2025-02-04 13:01:00,179.2,Resolved,No,3.7,448,0.0331,89.1,No
CONV006524,SupportBot-v4,Customer Support,EdTech,Product Complaint,2025-02-04 14:28:00,115.9,Resolved,No,5.0,433,0.0392,92.4,No
CONV001848,SalesAssist-Lite,Sales Assistance,Telecom,Product Recommendation,2025-02-04 15:35:00,90.3,Resolved,No,4.1,785,0.0461,73.0,No
CONV008063,ITHelpDesk-AI,IT Helpdesk,Healthcare,Network Issue,2025-02-04 16:59:00,72.0,Pending,No,4.1,574,0.0474,89.7,Yes
CONV004149,HRQueryBot,HR Queries,Manufacturing,Benefits Query,2025-02-04 18:22:00,175.2,Resolved,No,3.8,492,0.03,93.6,No
CONV004859,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Compliance Query,2025-02-04 18:41:00,170.3,Resolved,No,3.9,428,0.0354,89.8,No
CONV001061,SupportBot-v4,Customer Support,Logistics,Product Complaint,2025-02-04 19:47:00,31.9,Pending,No,4.6,227,0.0169,91.8,No
CONV005154,SalesAssist-Pro,Sales Assistance,Retail,Product Recommendation,2025-02-04 20:28:00,146.5,Resolved,No,4.0,349,0.0264,88.4,No
CONV005563,SupportBot-v4,Customer Support,Retail,Product Complaint,2025-02-04 20:29:00,81.0,Resolved,No,3.5,95,0.0189,88.3,No
CONV004344,HR-FAQ-Agent,HR Queries,Healthcare,Leave Balance,2025-02-04 20:47:00,31.5,Resolved,No,4.0,496,0.0275,78.8,No
CONV003379,HRQueryBot,HR Queries,Retail,Payroll Question,2025-02-04 20:54:00,45.0,Resolved,No,3.3,323,0.0215,81.7,No
CONV009114,SupportBot-v3,Customer Support,Retail,Delivery Delay,2025-02-04 21:45:00,101.2,Pending,No,3.0,306,0.031,89.8,No
CONV003524,SupportBot-v4,Customer Support,Telecom,General Inquiry,2025-02-04 22:13:00,94.4,Resolved,No,4.1,1089,0.0442,87.1,No
CONV002054,SupportBot-v3,Customer Support,Retail,Product Complaint,2025-02-04 22:45:00,52.9,Resolved,No,4.7,292,0.0235,97.8,No
CONV009312,SupportBot-v4,Customer Support,E-commerce,Order Issue,2025-02-04 23:24:00,15.0,Resolved,No,4.2,287,0.0368,96.5,No
CONV002000,HR-FAQ-Agent,HR Queries,Healthcare,Benefits Query,2025-02-05 00:47:00,67.9,Resolved,No,3.3,468,0.0267,91.0,No
CONV005552,KnowledgeFinder-X,Internal Knowledge Search,Retail,Document Search,2025-02-05 01:43:00,100.0,Resolved,No,4.7,410,0.0331,89.9,No
CONV005134,SupportBot-v3,Customer Support,Telecom,Product Complaint,2025-02-05 02:26:00,36.9,Resolved,No,3.6,420,0.0324,85.9,No
CONV006306,SchedulerBot,Appointment Scheduling,EdTech,Reschedule,2025-02-05 03:02:00,79.6,Resolved,No,3.8,140,0.0285,88.4,No
CONV009857,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Compliance Query,2025-02-05 05:01:00,170.4,Escalated,Yes,2.6,360,0.0249,87.5,No
CONV001394,SalesAssist-Pro,Sales Assistance,Banking,Product Recommendation,2025-02-05 06:03:00,184.9,Resolved,No,5.0,501,0.0345,97.8,No
CONV005022,HRQueryBot,HR Queries,Logistics,Benefits Query,2025-02-05 07:17:00,133.9,Resolved,No,4.5,497,0.0237,80.9,No
CONV008336,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Compliance Query,2025-02-05 07:20:00,84.0,Resolved,No,4.7,465,0.0391,81.2,No
CONV002206,SalesAssist-Lite,Sales Assistance,Retail,Upsell Opportunity,2025-02-05 07:38:00,56.0,Resolved,No,3.2,752,0.0457,72.9,No
CONV004058,SupportBot-v4,Customer Support,EdTech,Refund Request,2025-02-05 09:37:00,83.3,Resolved,No,4.6,773,0.047,92.5,No
CONV003350,SalesAssist-Pro,Sales Assistance,Logistics,Pricing Question,2025-02-05 10:59:00,33.6,Resolved,No,4.4,392,0.0369,91.2,No
CONV001352,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Compliance Query,2025-02-05 12:18:00,42.2,Resolved,No,3.7,187,0.0272,82.5,No
